,comment,webtoon_name,webtoon_num,label
31,12억으로 서울에 부동산만 사놨어도 3배는 불렸을 건데.. God Moon..,외모지상주의,641253,똑똑한
32,회장이 가질 몸 8번째 실험체 인듯,외모지상주의,641253,똑똑한
33,여러분 불법토토편에나오는 김기명은 우리가아는 기명형님이아닌 동명이인 김기띵 입니다.,외모지상주의,641253,똑똑한
34,그냥 투기장 같은곳 아님? 섭외된 맴버들 중에 8번째가 한신우인거고 상식적으로 한신우 위로 7명 더있는건 말이 안됨,외모지상주의,641253,똑똑한
35,김기명이 필사적으로  종건을 잡으려는 이유가 한신우 빼낼려고 그러는거 같다.,외모지상주의,641253,빵터지는
36,몸바꾸는 실험장소 인듯 가치값이라 보면,외모지상주의,641253,똑똑한
37,박태준작가지금 불법또또편 잘못그려서 진땀빼는중ㅋㅋㅋㅋ말ㅈㄴ많네... 또또편이랑 지금이랑...ㅋㅋㅋ하기는 김기명이라는 사람자체가 ㅈㄴ다른사람임,외모지상주의,641253,똑똑한
38,"1년을 버텨냈지만 김기명의 지식으로는 합법적으로 한달에 1억을 만들 방법을 찾아낼수 없었음. 하지만 언니들, 크루원들 고생시키긴 싫으니 자기혼자 토토사이트 운영(낭만 낭만 거리는 빅딜이 김기명이 그런식으로 돈벌던걸 알리가 없음)토토사이트도 잘 안되던와중에 박지호라는 월척이 걸려버림. 박지호가 쏟아부은 돈이라면 가까스로 1억을 채울 수 있음.하지만 바스코의 등장으로 겨우겨우 채운 상납금이 무산이 될 지경이라 다짜고짜 폭행결국 종건에게 불법사이트 운영을 걸려버림. 또한 빅딜 4대크루 탈락과 동시에 한신우가 빅딜을 배신한 진짜 목적도 종건이 알려주었을 것결국 김기명은 분노에 차 하극상을 시전. 지태도 합류했지만 둘 다 종건에게 짐. 그 이후로 “낭만은 개뿔, 강하지 않으면 아무것도 못지킨다” 라는 마인드와 함께 흑화하며 복수를 다짐.이정도면 기명이 스토리 초반부 실드가능ㅋㅋ",외모지상주의,641253,소름돋는
39,이랬던 김기명이 왜 애돈돌려주라는말에 빡쳐서바스코 피떡만든거임?ㅋㅋㅋ 대체왜? 이해불가,외모지상주의,641253,똑똑한
40,ㄴㄴ김기명아마 1년동안저걸로 언니 일 1도안시키고 저돈다쓴다음 끝까지언니일안시킬라고 또또로 돈번거아닌가,외모지상주의,641253,똑똑한
41,인체실험 넘버링임. 밑에 보이는 s급 실험체는 이지훈.일헤드가 준구랑 친하니까 인체실험불었을까봐 준구도 지금 의심당하는 상황입니다.  ,외모지상주의,641253,똑똑한
42,한신우가 천재들 중 8번째인거야?no.8이 뭘 의미하는거지?,외모지상주의,641253,똑똑한
43,기명이 진거야? 이 개쪽 어떻게감당할꺼야....이정도면 불법또또보단 일해회 박살내는게우선이어야 하는게아닌가ㅋㅋㅋ,외모지상주의,641253,빵터지는
44,"한신우가 변질되서 빅딜을 팔아넘긴게 아닌, 본인 스스로의 힘으론 빅딜을 지킬수없다 판단해서 김기명한테 헤드자리를 넘기고 빅딜에 분열을 유발하는 것들을 전부 껴안고 감당한거구나....저렇게 지킨 빅딜인데 불법또또편에선 뭔생각이였냐 기명아?",외모지상주의,641253,먼치킨인
45,아.. 그럼 일해회 중 하나는 한신우가 관리하고 있겠네..?,외모지상주의,641253,먼치킨인
46,중간에 중복된 컷이 있었어도..한신우 넌 ㅈㄴ 멋지다,외모지상주의,641253,먼치킨인
47,진심지금이 외지주 전성기 ㄹㅇ 지린다....스토리텔링하며 개연성하며 뭐하나 부족한게읎네질질싸요 작가형님,외모지상주의,641253,사이다인
48,한신우.....너는 외모지상주의계 이타치다.......,외모지상주의,641253,똑똑한
49,박형석 주인공 후보 탈락,외모지상주의,641253,똑똑한
50,일해회 가고 싶어하는 사람 많았을 때 한신우 엄청 실망했을 듯..자기는 진심 아니고 계획 실행을 위해 그런 것이지만 말투가 정말 '빅딜에 암덩어리가 이렇게 많았구나' 하는 눈빛이었음.볼수록 계속 불쌍해지네..부디 일해회 다음 계열사 나올 때 다시 보고 김기명이랑 상황 설명 다 하고 다시 가까워지길...제발,외모지상주의,641253,그림체가 디테일한
51,외지주 역사상 제일 안타깝고 처량스러운 인물이다..진짜 처음 부터 끝까지 낭만으로 사네 한신우는존나 멋있나,외모지상주의,641253,소름돋는
52,컷이 왜 겹치지?컷이 왜 겹치지?,외모지상주의,641253,어두운
53,"이제보니 갓기명은 종건한테 이빨좀 뽑혔다고 죽일듯이 복수을 계획할 그릇은 아니였구나 빅딜의 정보력으로 한신우의 깊은뜻을 나중에 알아차리고 어떻게든 1억을 돈을 상납금으로 내며 버텨가며 종건과 준구 조질생각하고있었구나 소년교도소에서 장진혁한테 정색하면서 종건은 자신이 박살낸다고 한것, 이제는 낭만있는 빅딜이아닌 이기는 빅딜이 되고싶다고 한것도 다 낭만때문에 자기가 다 껴안고 희생한 한신우를 위해서라는걸 알수있겠군 갓신우 갓기명 왜냐면 이렇게 십몇화짜리 스토리는 김기명은 엄청나게 중요한 사람이고 그릇이 다르다는걸 보여주는데 이빨뽑혀서 빡쳐서 자신이 흑화되면서까지 조직을 움직일 그릇이 아니다 큰 뜻이있다",외모지상주의,641253,기다려지는
54,올해 외모지상주의 어워드 신인상과 동시에 대상은 한신우다...,외모지상주의,641253,똑똑한
55,"일해회 VVIP는 종건, 준구, 회장 일단 확실히 나온 사람들만은 전부 성인임한신우가 VVIP여도 이상할건 전혀없음",외모지상주의,641253,똑똑한
56,"3년 전 빅딜 최강이 준구와 싸워 외모지상주의 최강자들 중 2명인 종준에게 인정받은 한신우고, 2위는 노안일 거 같습니다.일단 노안은 3년 전 싸움을 싫어하던 김기명이 ""그래도 한번쯤 확인해보고 싶었습니다 주먹 하나로 올라왔다는 빅딜 NO.2 노안의 저력"" 이라고 말하며 노안도 현 권지태처럼 전투력만으로 빅딜 NO.2까지 올라간 걸 알 수 있죠근데 이상하게 아직까지도 빅딜 에피에서 노안의 전투신이 한번도 나오지 않았는데, 이는 한신우 vs 준구가 보여준 처절한 전투신처럼 노안 vs 권지태(+YB팀)은 장렬한 전투신을 보여주기 위한 큰그림이라고 봅니다.",외모지상주의,641253,판타지물
57,한신우가 지금 일해회 관리하고 있다는 사람 많은데 그때는 한신우 성인이라 크루 못해요,외모지상주의,641253,빵터지는
58,이번화 요약1. 김갑룡은 진짜 의로운 주먹이었음2. 서성은은 진짜 서성거리던 자식이었음,외모지상주의,641253,고구마인
59,서성은ㅋㅋ 따로 진적은 없다더니 처참히 발렸누,외모지상주의,641253,똑똑한
60,"서성은 입벌구임? 과거 회상할때 김기명, 성요한, 왕오춘이랑 싸우며 딱히 진적은 없다는데 저것도 왜곡된 기억이냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",외모지상주의,641253,똑똑한
61,서성은 놀리던애들 예전에 성요한괴롭혔던애들이네ㅋㅋㅋㅋ쟤네가 최강자급들 트라우마 ㅈㄴ입혀놨네,외모지상주의,641253,똑똑한
62,그럼 서성은이랑 김갑룡은 걍 아무 관계도 없었던거네,외모지상주의,641253,똑똑한
63,여기서 종건 눈에 상처 생기는걸수도...?이때도 기명이는 이빨을 뽑혔겠지.....,외모지상주의,641253,똑똑한
64,서성은 다벗고 돌아다니다 홍두표 만나면 어쩌려고ㅋㅋ,외모지상주의,641253,똑똑한
65,그런 서성은 지 환상만으로 저러는거였냐....,외모지상주의,641253,똑똑한
66,작가님 하도 불법또또편 기명 말많으니까아예 김갑룡이랑 엮어버리시네ㅋㅋㅋㅋㅋㅋ이야 리스펙,외모지상주의,641253,똑똑한
67,맨날 쪼리만신던 한신우가 드디어 제대로된신발을 신었다!!,외모지상주의,641253,사이다인
68,서성은은 강한사람을 존경하고 김갑룡에서 종건으로 갈아탄듯,외모지상주의,641253,똑똑한
69,야인시대 모티브 제대로하셨네ㅋㅋㅋㅋ사딸라 기본인거아시죠? 패러디 100% 나올듯,외모지상주의,641253,똑똑한
70,종건이 서성은이 안된다한건 환상때문아닐까? 망상속에서만 살아서..,외모지상주의,641253,똑똑한
71,아까 페북에서 작가님이 액션 그리기 귀찮다며 미리보기 컷 올리신거 있는데 김기명이 어떤 애들 다 패고있는 거였음. 근데 지금 헤어스타일이 아니라 출소하고 나온 뒤 짧은 머리였으니까김기명 과거스토리는 곧 끝나고 현재로 돌아갔는데 뭔 이유인지빅딜애들 존나 패고있는 거 같던데...,외모지상주의,641253,기다려지는
72,되도않는 얘기 한번만 할게이번화 보면 김갑룡의 벗(오랜친구)가 mma한다했잖아 근데 일해회편 보면 이도규가 김기명이 mma쓴것마냥 다 땅에 꽂아버리는거 보면 김갑룡의 벗은 이도규 같아. 글고 이도규가 미쓰김 얼굴 어떻게 보나 하면서 맨날 미쓰김 찾잖아 . 이  미쓰김이 아마 김갑룡같음. '미쓰' 가 여자를 뜻하는건 알아. 근데 이번화에서 김갑룡이 거기 묵었다고 나왔으니 이도규가 원래 농담많이하고 장난스러운 성격이니 어찌보면 남자구실 못하는 친한친구 김갑룡보고 미쓰김이라고 놀리듯 부른게 아닐까 싶어이상 개소리 ㅈㅅ,외모지상주의,641253,소름돋는
73,이쯤되면 불법또또편 김기명은 그냥 동명이인 ㅋㅋ,외모지상주의,641253,빵터지는
74,김갑룡 눈 저리된 이유가 김기명엄마가 사진에 담배빵놔서 그럼,외모지상주의,641253,빵터지는
75,선배의 아들인것을 알면서도 이빨뽑고 빵에 쳐넣은 종건 그는,외모지상주의,641253,똑똑한
76,요즘 외지주 진짜 재밌다 ㄹㅇ,외모지상주의,641253,기다려지는
77,외로운 주먹 ㅇㅈㄹ 부인 챙기믄 괴로운 주먹이라도 되는줄,외모지상주의,641253,똑똑한
78,그때 소년교도소안에서 김기명이 변해가는거보고  경헌이가 왜 속으로앓았는지알거같다 저랬던 김기명이.. 어쩌다 사대크루 헤드가되고 1억받치면서 후임될려고 노력했냐.. 어쩌다가 종건죽일려고 그렇게 독하게마음을먹냐.. 그나저나 종건은 선배아들을 이빨다부셔버린거임?,외모지상주의,641253,똑똑한
79,어떻게 중딩이 저렇게 간지가나지 내가 아는중딩은 롤하다가 남의 엄마나 터트리는게 다였는데,외모지상주의,641253,판타지물
80,김갑룡 이도규 관련있을듯,외모지상주의,641253,똑똑한
81,김기명 니가 주인공해라 난이미 너의 낭만에 빠졌다,외모지상주의,641253,똑똑한
82,나만 이런게 더 재밌냐,외모지상주의,641253,먼치킨인
83,아니 근데 김갑룡 살아있을때 마흔은 되보이는데 종건이 선배라 부르면 종건은 몇살때 부터 깡패짓을 한겨...,외모지상주의,641253,먼치킨인
84,불법또또 했던건 아마 언니들한테 돈 받을 수 없으니까그런게 아닐까 자기가 불법을 저지르더라도빅딜과 거리를 지키기 위해서..그런 모습과 달라진 현재가 안타까울수 밖에 없네,외모지상주의,641253,똑똑한
85,아니 그럼 그 준구 이지훈 이야기는...?그거 궁금했는데....,외모지상주의,641253,빵터지는
86,진짜 저 서성은을 자신의 밑으로 두게 만든 일해회 헤드도 대단한 듯종건마저 악랄하다고 말한 서성은을 예의바른 존댓말 캐릭터로 만들어버렸음,외모지상주의,641253,어두운
87,박형석 안나오는데 더재밌음ㅋㅋㅋ,외모지상주의,641253,똑똑한
88,지금 박형석 집 아니냐? 대체 무슨ㄷㄷ,외모지상주의,641253,똑똑한
89,이지훈이 큰형석 몸 원래주인이 아니라 회장이 그냥 신분끼워맞춘거랬잖아 둘이 안닮았는데?,외모지상주의,641253,똑똑한
90,근데 왜 준구 박형석 보고 못 알아봄 ?,외모지상주의,641253,잘생긴
91,진짜 싸움재능 1위는카피능력도 없고 전문무술도 없는 준구가 1위 아니냐....,외모지상주의,641253,똑똑한
92,아우 잼민이들 스토리 이해 못해서 평점테러 역겹네작가님 힘드신데 고생하셨으면 감사하게봐라,외모지상주의,641253,똑똑한
93,저거 일해회 헤드 매미 아니냐 ㅋㅋㅋㅋㅋㅋㅋ 이은태 편에 나왔던,외모지상주의,641253,똑똑한
94,준구 눈감고 칼잡는 모습보니까 원래 까불까불하던 준구의 모습은 온데간데 없고 ㅈㄴ 진지해보임,외모지상주의,641253,똑똑한
95,박형석이 이지훈 몸 맞는 것 같음.박형석이 아니라 핫형석 때 성격이 이지훈의 성격.준구가 이지훈 못알아본 이유는 박형석하고 핫형석 얼굴 차이도 있던데 핫형석하고 이지훈하고 똑같인 생김,외모지상주의,641253,먼치킨인
96,준구가 눈감고 칼든 짤이 역대급으로 정상적인 모습이네,외모지상주의,641253,똑똑한
97,"종건 김기명 초면인데 누굴 닮은것 같다는 말에서 김갑룡 죽인게 종건,야쿠자 애들인것 같음. 김갑룡이 김두한 모티브인데 실제로 일제강점기시절에 종로일대에서 일본야쿠자에 대항한 사람이 김두한임.",외모지상주의,641253,빵터지는
98,박형석몸이 이지훈이라는 건 일단 아닌걸로 걍 급하게 신분 끼워마춘게맞네,외모지상주의,641253,똑똑한
99,준구 칼잡은 모습 왤케 잘생겼냐?,외모지상주의,641253,똑똑한
100,여기서 장현 편 떡밥 회수했네종건이 자기 선글라스 건든 놈(흑곰파)은 있었어도 머리 헝클인 놈(호스텔)은 없었다는데 그게 이건가 보네ㅋㅋㅋㅋ그나저나 흑곰파가 못 건든 종건 머리를 헝클인 호스텔은 대체.. 개인 전투력 최강이라는데는 이유가 있었네,외모지상주의,641253,똑똑한
101,한신우 남자다웠는데 아쉽다..,외모지상주의,641253,똑똑한
102,종건 이새기 쪼잔하게 자기 테스트해서서성은한테 악랄하다 이랬던거네 ㅋㅋㅋㅋㅋㅋ,외모지상주의,641253,빵터지는
103,기명아 그냥 니가 주인공 해라.. 박형석보다 니가 더 멋있고 재밌다.,외모지상주의,641253,기다려지는
104,중간에 김기명 얼굴말하는거냐고 물어보는게 ㄹㅇ 골때림ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,외모지상주의,641253,사이다인
105,아 그러면 김기명이 지금과 같이 변한이유는 결국 빅딜을 지키기 위해서였구나 1억 못채우면 빅딜을 폐기 한다는 말을 듣고 종건의 자리를 차지하면 빅딜은 절대 사라지지 않고 자기 식구들을 살릴수가 있어서 자리에 집착하는거인듯?,외모지상주의,641253,먼치킨인
106,"생각해보니까 서성은 머리 개좋네 ㄹㅇ준구, 종건이 이긴다→ 흑곰파 없어지고 빅딜은 생존흑곰파가 이긴다→ 종건, 준구 없어지고 빅딜과 흑곰피 체면 유지어느 쪽이어도 빅딜은 이득이네서성은 물건 ㅆㅇㅈ",외모지상주의,641253,똑똑한
107,"흑곰파 행동대장 최상호여기서 부상입고 은퇴하다하지만 그는 성요한을 보면서자기 현역때도 이런놈은 못봤다고 했지이 당시 종건,준구< 현재 성요한",외모지상주의,641253,똑똑한
108,노안은 주먹하나로 no2까지 올라왔다면서 뭐 하는게 없냐,외모지상주의,641253,똑똑한
109,종건 ㅈㄴ 졸렬한게성요한은 자신이 직접가르치면 곧뛰어넘을재능이라안가르쳤고장현은 태생이 짐승같은놈이라연장으로 목줄채워놓고서성은은 이걸계기로인해 워낙악랄해서 헤드도 안시킨거였엌ㅋㅋㅋㅋ,외모지상주의,641253,똑똑한
110,근데 진짜 저 흑곰파 대가리 저거 이진성 복싱 관장 아니냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이번일로 고딩한테 처참히 깨지고 조용히 체육관 차리고 사는거 아님?,외모지상주의,641253,어두운
111,저 흑곰 빡빡이 흑곰 아찌 크게 다쳐서 흑곰파 나갔다고 했는데 딱 지금 인듯 ㅇㅅㅇ,외모지상주의,641253,어두운
112,돈벌고싶으면 지들끼리 벌던가왜 지들끼리 재밌게놀던애들 시험한답시고 줘패가지고부려먹음? ㅈㄴ맘에안드네,외모지상주의,641253,똑똑한
113,"박형석이 어머니한테 효도안하고 4대크루 통합이니 어쩌고 저쩌고 하는것보다 김기명,장현,성요한 같은 주요인물들 나와서 스토리 푸는게 훨씬 재밌네",외모지상주의,641253,먼치킨인
114,난 황제원이 제일 극혐인데 뭐 믿고 깝치는거냐,외모지상주의,641253,먼치킨인
115,서성은 ㄹㅇ 난놈이네 1억을 어떻게 만들어왔는지는 몰라도 사업수완도 뛰어나고 적을 이용해 적을 치는 지략도 뛰어나고 전투력은 말할것도 없고 이런 인재를 별 같잖지도 않은 악랄하다는 이유로 인정 안하고 박형석은 인정하는 종건 그는 대체...,외모지상주의,641253,먼치킨인
116,노안 주먹으로만 No.2까지올라올 수 있었던 이유는No.3까지 가위만 내서임,외모지상주의,641253,똑똑한
117,이지훈이 지금 박형석 몸 주인임,외모지상주의,641253,똑똑한
118,오늘 한신우 개간진데.. 왜 언급이 없냐... 저런사람이 빅딜을 일해회에 팔려 했다는게 말이 안된다,외모지상주의,641253,똑똑한
119,니들 왜 황제원 언급은없냐종건의 볼을 수제비만드듯이 주무르는데,외모지상주의,641253,똑똑한
120,한신우도 탈헤드급이었다 준구저지경만들기 쉽지않은데,외모지상주의,641253,똑똑한
121,"작가님, 코로나에 걸리셨는데도연재해주셔서 진심으로 감사드려요.최근에 완치 되셔서 다행이세요.비록 저는 초창기 때부터 보지 못한독자지만 이 웹툰을 보면서 느낀 것들이 꽤 있습니다. 처음에는 좀 놀라웠습니다.우리 사회를 비판하는 온전한 웹툰이 얼마 되지 않아서요.계속 보는데도 캐릭터 하나하나가 다 매력적이었다고 저는 그렇게생각합니다. 퀄리티도 괜찮고현실과 비슷한 것도 많아서 또다시느꼈습니다. 비록 중간에 욕을 좀드셔서 안타까웠지만 박태준 작가님의또다른 큰그림(?)이 있을거라고생각했습니다. 현재로 느낀 바로는이 전개에 대해서 굉장히 만족스럽습니다. 쿠키도 하나도안 아깝습니다. 그래서 매주 꼬박꼬박 씁니다. 아무튼 전 작가님이 존경스럽습니다. 아,오늘(9월3일 기준)생일이신거축하드려요. 비록 준비한건 없지만이 편지(?)라도 진심으로 받으셨으면 감사하겠습니다. 항상 건강하시고 오래오래 연재해 주세요!!!-외지주 독자들 중 한 중3이 올림-",외모지상주의,641253,그림체가 디테일한
122,이지훈이 회장이키운 10명의 천재중 한명인듯,외모지상주의,641253,똑똑한
123,이지훈이 박형석이면 애초에 종건이 박형석 처음 만났을때 알아봤어야 하는거고;; 내가 봤을때는 소년교도소에서 최회장이 만난게 이지훈일것 같음...,외모지상주의,641253,빵터지는
124,코로나 걸리고 단 2주만에 회복한 작가님이 세계관 최강 아닐까 생각해본다,외모지상주의,641253,똑똑한
125,박형석 몸이 이지훈이라 하면은 종건은 이지훈 얼굴을 모르는거겠네요 종건이랑 박형석이랑 한두번 만난것도 아니고 심지어 싸우기까지 했는데 이 점을 생각해봤을때 그냥 전화로만 이야기하는 사이인것 같네요 ,외모지상주의,641253,빵터지는
126,왜 다들 신우언급없냐 개멋있는데 ,외모지상주의,641253,똑똑한
127,왕오춘 + 장현 = 김준구 아니냐... ,외모지상주의,641253,똑똑한
128,준구도 무통인가 보네,외모지상주의,641253,똑똑한
129,어째서 종건과 통화하면서 4대크루를 모으던 이지훈의몸이박형석에게 간거지?흑막아님? ㄹㅇ 이지훈이 최대미스테리다최회장이 교도소에서 만난것도 이지훈아님?,외모지상주의,641253,사이다인
130,자세히보면 이때는 종건 눈가에 흉터가 없음아마도 다음화에 빅딜을 4대크루에 넣느냐의 문제로지들끼리 싸울듯,외모지상주의,641253,똑똑한
131,태준이형 생일+코로나 완치 ㅊㅊㅊ,외모지상주의,641253,똑똑한
132,크 저때 성요한이랑 왕오춘 받아줬으면 게임 끝난거였네,외모지상주의,641253,빵터지는
133,서성은땜시 요한이가 신발장사했었네 ㅋㅋㅋㅋㅋㅋㅋ,외모지상주의,641253,똑똑한
134,ㅋㅋㅋ 중간에 지태 서핑당하는거 개웃기네,외모지상주의,641253,먼치킨인
