,comment,webtoon_name,webtoon_num
37,뭐라고~~ 만신 박태준 작가님이 유튜브 채널을 오픈하셨다고~👨‍👩‍👧‍👧👨‍👩‍👧‍👧👨‍👩‍👧‍👧👨‍👩‍👧‍👧(웅성웅성)여신지는 몇주 되었지만 모르시는 분이 많은것 같아요~유익하고 재밌는 컨텐츠! 👏잘생긴 태준작가님까지!!👏당장 구독하러 가자~ 🌟 👏👏👏👏(와~)++이렇게 하면 되죠 태준이형 ㅋㅋㅋㅋ,싸움독학,736277
38,왜 아무도 가을이가 너클 가져가고 다시 뺏긴건 언급 안하지ㅋㅋㅋ 개 귀여운데,싸움독학,736277
39,호빈이ㅋㅋㅋ 엄마 걔 옆에있는 친구 때리는 애야ㅋㅋㅋㅋㅋㅋ,싸움독학,736277
40,작가님 그리도 호빈이 중딩때 졸사가 좀ㅋㅋㅋ,싸움독학,736277
41,태훈이는 사랑스럽습니다 . 　　　。　　　　•　 　ﾟ　　。 　　.　　　.　　　 　　.　　　　　。　　 。　. 　.　　 。　　　　　 ඞ 。 . ⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⡿⠛⠉⠙⠛⠛⠛⠛⠻⢿⣿⣷⣤⡀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⣼⣿⠋⠀⠀⠀⠀⠀⠀⠀⢀⣀⣀⠈⢻⣿⣿⡄⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⣸⣿⡏⠀⠀⠀⣠⣶⣾⣿⣿⣿⠿⠿⠿⢿⣿⣿⣿⣄⠀ ⠀⠀⠀⠀⠀⠀⠀⣿⣿⠁⠀⠀⢰⣿⣿⣯⠁⠀⠀⠀⠀⠀⠀⠀⠈⠙⢿⡄ ⠀⠀⣀⣤⣴⣶⣶⣿⡟⠀⠀⠀⢸⣿⣿⣿⣆⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣷ ⠀⢰⣿⡟⠋⠉⣹⣿⡇⠀⠀⠀⠘⣿⣿⣿⣿⣷⣦⣤⣤⣤⣶⣶⣶⣶⣿⣿ ⠀⢸⣿⡇⠀⠀⣿⣿⡇⠀⠀⠀⠀⠹⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿ ⠀⣸⣿⡇⠀⠀⣿⣿⡇⠀⠀⠀⠀⠀⠉⠻⠿⣿⣿⣿⣿⡿⠿⠿⠛⢻⣿⡇ ⠀⣿⣿⠁⠀⠀⣿⣿⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣿⣧ ⠀⣿⣿⠀⠀⠀⣿⣿⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿ ⠀⣿⣿⠀⠀⠀⣿⣿⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,싸움독학,736277
42,안 그러냐 이도운이라고 혼잣말하는거 보면 이도운은 지금 병원에누워 있거나 죽은 거 같다,싸움독학,736277
43,어머니가 태훈이 예의바른애라고 하는데태훈이가 닌텐도 스위치 어머니한테 알려준거면 대박..🤭,싸움독학,736277
44,한겨울... 너도 서서히 갱생하기 시작한 거냐,싸움독학,736277
45,태훈이 지면 ㄹㅇ 벨붕인데..,싸움독학,736277
46,성태훈이 맞아서 진게 아니라 피했는데 벽을 때려서 벽이저래 부숴진거 아님? 성태훈도 그거에 놀란거 같고지연우 주먹은 저래 피나는데 성태훈 얼굴엔 상처가 없음,싸움독학,736277
47,핑크맨 ㅈㄴ웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,싸움독학,736277
48,태훈이가 저기 웅이한테 개나소나 배운다고 했으니까 저 3인방중 덩치 가장 큰 애가 극진가라대 배우지 않았을까요? 애초에 제목이 개나소나 다배우네 인데 그럼 다음화는 극진가라대랑 싸우게 될텐데 초심자 인듯 합니다,싸움독학,736277
49,"싸운상대 정리1.동네 양아치2.빡고(체급 180cm 90kg)3.성태훈(입식타격가,태권도 베이스)4.황만기(대머리)5.이현수(킥복싱 아마추어대회 1위)6.한왕국(아웃복서)이정도인데 저런 동네 양아치들을 못이기겠냐 ㅋㅋㅋ",싸움독학,736277
50,아니 멍청한쉐리들아 성태훈이 아직 안 졌잖아ㅋㅋㅋㄱㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱ졌으면 당연 벨붕인데 지지도 않았는데 벨붕 소리 쳐하니까 문제지 ,싸움독학,736277
51,아니 ㅋㅋ 성태훈이 왜 진거라고 생각함 멍청한것들아 ㅋㅋ진애가 저리 여유롭게 주머니에 손넣고 있고 벽이 깨졌는데 다친데 하나없이 멀쩡히있겠냐? 그리고 지연우 주먹보면 피흐르는데 벽쳐서 피나는거잖아 ㅋㅋ,싸움독학,736277
52,정권 지른 건 오른손인데 피는 왼손에서 나누,싸움독학,736277
53,성태훈 에어팟 훔침            페드립침             선빵침지연우 한대도 안때림 벽만쳐서 겁만줌,싸움독학,736277
54,니들 마음에 안들면 벨붕이냐,싸움독학,736277
55,신생아가 9키로인 박태준 유니버스에서 현실성 운운하면 안되지 ㅋㅋ,싸움독학,736277
56,지연우 엄한 아빠에게서 자란 인형이라는 말이 발끈 하는걸 보아 아마 격투선수가 되고싶었거나 유명한 유망주였지만 부모의 반대로 공부하는거같음 반면 성태훈은 mma입식타격가 박문성빼곤 동 나이대 자기보다 잘하는선수없음 성태훈이 져서 저러고있는건 아닐듯 ,싸움독학,736277
57,성태훈 피흘린게 없는데 뭘 져 이것들아 누가봐도 지연우가 주먹으로 벽때려서 주먹에만 피났구만,싸움독학,736277
58,근데 솔직히 성태훈 인기 ㅈㄴ 많은데 전투력 측정기로 쓰일리가 없고 아무 잘못 없는 얘 갑자기 패는 쓰레ㄱ1로 나오진 않을것 같음 전에 지연우랑 아는 사이였던가 과거에 무슨 관련이 있었을듯,싸움독학,736277
59,조심하세요우 !! 패드립먹은 사람 그 누구든 1톤 트럭에 가까워요우 !!,싸움독학,736277
60,태훈이가 이긴다👍태훈이가 진다👎,싸움독학,736277
61,한일전인데 역시 태권도가 이겨야지,싸움독학,736277
62,한일전은 싸움도 지면 안돼,싸움독학,736277
63,한일전은 눈싸움도 지면 안돼,싸움독학,736277
64,지연우가 ㅈㄴ쎔 근데 성훈이가 더 쎔ㅋㅋㅋㅋㅋ,싸움독학,736277
65,드디어 박태준 유니버스에 경찰이 나왔다,싸움독학,736277
66,성태훈이 지거나 비벼지면 밸런스 붕괴지ㅋㅋㅋㅋ 성태훈은 태권도가 베이스일뿐이지 프로 격투선수였음 격투기 기술을 구사할줄 아는 프로 선수출신솔직히 김문성이나 로건그레이시말고는 일반인중에선 최강자급이어야 맞지ㅋㅋㅋㅋ,싸움독학,736277
67,☆.｡₀:*｡☆.。.* 태훈독학 좌표☆.｡₀:*｡☆.。.：*・13화 첫등장14화 뉴투부 삥 뜯기15화 오락실에서 발리기16화 호빈이 방송보며 *귀엽네* (중요!)17화 쌈방18화 쌈방219화 싸움 클라이맥스25화 태권도 도장에서26화 폴인럽32화 누가 MMA 배우러 가래33화 백마 탄 태권도43화 원투 알려주기48화 뭐야 이 기생오래비 ㅅ끼는49화 호빈이 졸사 구경50화 너튜브 연습 (ㅈ나ㅈ나 중요!!)51화 에어팟 압수다들 즐 태훈 하세요-! ☆,싸움독학,736277
68,"지연우는 성태훈의 안티체제 특징: 지연우 공부 많이함, 성태훈 게임 많이함 성격: 지연우 겉으로 굉장희 순함, 성태훈 겉으로 굉장희 차가움 무술: 지연우 일본 극진가라데, 성태훈 한국 태권도 솔직히 라이벌 요소 다 때려 넣었는데 성태훈이 이기긴 해도 쉽게 이기진 못할듯 당장 외지주 극진가라데 쓰는 종건 실력만 봐도 박태준 유니버스에서 극진가라데 캐릭터는 취급이 매우 좋음",싸움독학,736277
69,태권도가 1톤 트럭의 위력이라면서 그럼 태권도가 이기는 거넼ㅋㅋㅋㅋㅋㅋㅋ,싸움독학,736277
70,지연우 개발리는거 볼수 있어도 태훈이발리는거 못본다,싸움독학,736277
71,성태훈이 닮았다한게 지연우인가보다 초딩때 둘이 라이벌이었나보다,싸움독학,736277
72,그리고 극진가라테 하는 사람이 맷집강한건 맞은데 얼굴은 예외임 얼굴쪽은 단련이 안됨,싸움독학,736277
73,태권도가 최강이라서 성태훈이 이길 듯,싸움독학,736277
74,돌 < 1톤트럭,싸움독학,736277
75,인생존망:잉이이이이이익싸움독학:잉이이이이이익????,싸움독학,736277
76,"문제   1.누군가가 이 소리를 내었습니다.""잉이이이이이잉이이이이이이이익!!""이 소리는 누가 낸 것일까요?1. 구상민2. 유호빈",싸움독학,736277
77,지연우 왜이렇게 착함ㅋㅋ사계절애들 다 모이겠네 기대됨,싸움독학,736277
78,저는 태훈이만 무사하면 댑니다 제발 태훈이 연우랑 맞짱뜨고 다쳐서 못온거라고만 하지 말아주십쇼 지연우가 왓는데 성태훈이 아직도 안왓다는게 ㅈㄴ 불안해 ㅜㅜ,싸움독학,736277
79,태훈아 여기야 니 남친 머리 때린 놈들,싸움독학,736277
80,오늘 쌈독 보면서 궁금한거1. 성태훈은 어디갔는가2. 만기는 어떤 물고기를 잡았는가3. 지연우는 어떤 무슬일까4. 보미는 흑막인가5. 웅이는 어떻게 가을이를 아는가,싸움독학,736277
81,태훈이 요즘 500원 안 뜯어요?,싸움독학,736277
82,한겨울이 왔다는건 한왕국도 온거 아니냐? ,싸움독학,736277
83,진짜 얘들아 선은넘지말자 뭐만하면 성태훈 성태훈 게다가 남캐들을 향한 성희롱발언댓글에 '보미 ㅗㅜㅑ'이런댓글 있으면 바로 싫어요박고 미쳤냐고 욕할거면서왜 남캐들은 성희롱을함?남캐들도 미성년자임 얘들아 제발 선은 넘지말고 웹툰 재밌게보자 제발,싸움독학,736277
84,태훈아 니 남친 도우러 안오냐,싸움독학,736277
85,지연우 태훈이한텐 질거같아서 사과하고 쟤네는 이길가같아서 사과하라는거냐?ㅋㅋㅋㅋㅋㅋ,싸움독학,736277
86,만기 상어들고 오는거 아냐?,싸움독학,736277
87,솔직히 나만 겨울이 성태훈한테 걸릴줄 알았나,싸움독학,736277
88,아직 작중에서는 xj컴퍼니가 비공개근데 마지막에 xj의 존재를 아는 사람이 댓글씀닉네임이 현 인걸 봐서는 현수일거같음,싸움독학,736277
89,솔직히 성태훈이 구하러올줄알았비,싸움독학,736277
90,성태훈이 이겼음 좋겠다 👍성태훈이 졌으면 좋겠다 👎,싸움독학,736277
91,"아니 근데 태훈이 지면 ㄹㅇ 벨붕이야,...",싸움독학,736277
92,성태훈 쟤는 장르를 바꾸냐ㅋㅋㅋ,싸움독학,736277
93,성태훈이 지는게 말이안됨 아마추어선수도 아니고 프로 격투기 선수출신인데 솔직히 지금 나온 인물들 중에서 로건그레이시 김문성빼고는 최강자 급이어야 설정에 맞음,싸움독학,736277
94,성태훈 몰래 숨어서 찍는 거 왜케 귀엽냐 ㅋㄹㄹㅋㄹㅋㄹㄹㅋㄹㅋㄹㅋ,싸움독학,736277
95,겨울이가 한듯겨울(태권호홐 뜻:너무좋아서낸 소리),싸움독학,736277
96,근데 왜 태권도 유튜브 하는겨 ㅋㅋㅋㅋ난 진짜 게임유튜버 하는줄 알았지...,싸움독학,736277
97,아니 이거 성태훈이 지연우랑 붙는다해도 지연우가 그냥 맞고만 있을듯. 그러면서 괜히 잘못없는 지연우 건들였다고 XJ컴퍼니는 유호빈 건들 명분이 생기는 거잖아.,싸움독학,736277
98,성태훈도 몸 하나 더있노ㅋㅋㅋ 캐리어 크기봨ㅋㅋ 캐리어 안에 사람있넼,싸움독학,736277
99,태훈: 호호홐?연우: ???태훈: 호호호홐ㅋ?연우: ????태훈: 호홐홐ㅋ?연우: ?????쿠당탕메차쿠차 각...,싸움독학,736277
100,아닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ태훈이 졸귄데 마지막에 왜 나까지 부끄러운거냨ㅋㅋㅋ큐큐ㅠㅠㅠㅠㅠㅠ,싸움독학,736277
101,야 태훈호빈이 최강이야 알아들어?,싸움독학,736277
102,호빈이가 다쳐서 태후니가 걱정하는 거 보고싶은 거 나뿐이야...? 호빈이가 질투하는 거 보고싶네,싸움독학,736277
103,"생각해보니 성태훈 중학교땐 태권도에 전념하고 고등학교땐 삥만 뜯고 다녀서 친구 사귄건 지금이 처음일수도 있음, 생각해보니 겁나 짠허다ㅠ",싸움독학,736277
104,"유호빈, 뚫리다",싸움독학,736277
105,성태훈 유호빈 집에 오자마자 유호빈 졸업앨범 보는 거 봐라. 저거저거 무슨 여친 졸사 보는 남친도 아니고. 아마 본인은 그런 심리였겠지?,싸움독학,736277
106,근데 태훈이 졸업앨범 보다가 누구처럼 재수 없다했는데 누구지???,싸움독학,736277
107,로건 저새끼 한국인인듯ㅋㅋ 영어 ㅈㄴ못하네,싸움독학,736277
108,태훈이 이런취향 이었구나....,싸움독학,736277
109,찍새 : 들어오면 호빈이랑 이어줌 ㅋ태훈 : 나도 함 (두근두근),싸움독학,736277
110,s:싸움독학m:맞나..?,싸움독학,736277
111,다음화 네이버와 붙어서 이기는법,싸움독학,736277
112,"로건 그레이시가 숨어있었던 모든 위치1. 유호빈이 ""아 진짜 큰소리로 말하면 어떡해~""하는 부분에서 보미쪽에 있는 나무 위 로건 얼굴2. 유호빈이 ""나도 너희들이랑 똑같은 인간이니까"" 하는 부분에서 우리가 보는 방향에서 유호빈 오른쪽 나무에 로건 팔뚝3. 보미가 ""우와 그럼 유사장이라고 불러야겠네?""라고 말하는 부분에서 우리가 보는 방향에서 보미 왼쪽 팔꿈치 밑에 로건얼굴 및 어깨 부분4. 보미가 ""그럼 난 여기서 집 가면돼 데려다줘서 고마웠어 호빈아""하는 부분에서""데려다줘서 고마웠어 호빈아""☜ 이 대사 밑부부엔 있는 지붕 위에 로건 머리5. 호빈이가 ""자퇴... 제발 지연우 자퇴""라고 말하는 부분에서 호빈 대사 바로 밑에 로건 신발☞이건 추정임ㅋㅋㅋㅋ이상 호빈이를 납치하기 전까지 미행했던 로건 그레이시의 모든 위치였습니다. 만약 제가 놓친 부분 있으면 제보 부탁드립니다.",싸움독학,736277
113,태훈호빈 너무 찐이라 할말이없다....,싸움독학,736277
114,"찍새가 태훈이 이렇게 꼬신듯""내가 체육관이나 다른 데 못 가게 막을게""",싸움독학,736277
115,태훈이 과거 떡밥던져줬네 개꿀잼각,싸움독학,736277
116,아 진짜 미친거 아냐...? 성태훈 그림자조차 잘생겼네....,싸움독학,736277
117,그래서 성태훈 과거편은 언제 풀린다고요? 흑발태훈은 몇달동안 볼수 있는데,싸움독학,736277
118,"성태훈이 보던 유호빈 사진은 재수없는 ""그""놈 같다고 했습니다.유호빈은 뉴투브를 하기전에 소심한성격이였죠.마치 성요한처럼(?)성태훈이 말한 그녀석은 성요한일 가능성이 살짝 보이는군요",싸움독학,736277
119,성태훈 호빈이가 부르니까 뛰어온거봐 ㅋㅋㅋㅋ 이정도면 찐사랑이다,싸움독학,736277
120,문성인 왜없냐 문성이 있으면숫자도맞는데,싸움독학,736277
121,공부로 180간게 아니라 잘생긴게 공부하니까 180간거지,싸움독학,736277
122,문성: 이새낀 왜 연락을 안하지?,싸움독학,736277
123,앵무새vs찍새,싸움독학,736277
124,문성이랑 왕국이도 넣어야지 대충만들채널사람 두명이던데 ,싸움독학,736277
125,???:살고싶어!!,싸움독학,736277
126,근데 ㄹㅇ 태훈이형은 약간 세계관 최강자로 군림했으면 좋겠음. 작가님도 약간 그느낌을 비추긴 한게 싸울듯 하면서 싸우지는않게. 멋있기도하고 최강자로 여기서도 개털어버리거나 아니면 저 상대는 또 호빈이가 맡아서 싸우거나,싸움독학,736277
127,태훈이 ㄹㅇ 잘생깃누,싸움독학,736277
128,"만기가 세계관 최강자인 이유: 모든 만화 최강자의 3대 진미 대머리,노인,실눈 중 대머리와 실눈을 동시에 가지고 있음",싸움독학,736277
129,그냥 성태훈이 태권도유튜브하면쌈독세계관에서 구독자300만 찍고집에 오락실 차릴듯ㅋㅋ,싸움독학,736277
130,근데 성태훈 지연우 투샷 미쳤다 돌았는데 제정신이 아니야,싸움독학,736277
131,??? : 우릴 테스트 하겠다는 놈들이 있을 줄이야,싸움독학,736277
132,⚠️ 사람을 찾습니다 ⚠️이름 : 최보미실종날짜 : 35화 마지막 등장 후 13화째 실종발견되는 즉시 다음화에 넣어주시길 바라겠습니다.,싸움독학,736277
133,유호빈 vs 성준 (대가리 매치)성태훈 vs 지연우 (존잘 매치)황만기 vs 대충만든채널 (천하장사 매치)찍새 vs 244(의 앵무새) (새 매치),싸움독학,736277
134,실패하면 완결 ㅋㅋㅋㅋㅋㅋㅋㅋ,싸움독학,736277
135,중간보스 패스하고 최종보스를 잡네 ㅋㅋㅋㅋ,싸움독학,736277
136,??? : 호빈이 왜 머리길러???? : 쟤 보청기 끼잖아,싸움독학,736277
137,다음 성준 영상 : 검은 썸내일 죄송합니다 ,싸움독학,736277
138,요리사를 이기는법은 간단해요우 백종원아저씨한테 콜을때리면 돼요우,싸움독학,736277
139,다음주부턴 제목 인생존망 아님?ㅋㅋㅋㅋㅋㅋ,싸움독학,736277
140,호빈:내가 모실 사람이라면 이정도는 테스트 해야지,싸움독학,736277
141,호빈아 미안하지만 이번엔 니가 질것같다,싸움독학,736277
142,박태준은 진짜구나 와... 진짜 옛날부터 웹툰 좋아했지만 박태준처럼 잘하는 작가는 처음본다..,싸움독학,736277
143,이번 에피소드로는 무개념 골수팬들의 실드를 보여줄듯 아무리 증거 가져와도 성준이 쌓아온 이미지가 있기 때문에무너지기보단 오히려 호빈이가 역으로 당할듯 500만 유튜버면 골수팬만해도 호빈이 구독자수는 넘을텐데 그냥 돈미새 취급 당하고 매장당할듯,싸움독학,736277
144,초딩들 특징1. 저격 무조권 믿음2. 지들이 좋아하는 유트버 감싸줌ㄹㅇ 이 두가지가 겁나 큼,싸움독학,736277
145,저렇데 사람많은데서저격하고나니까 말 개잘하는거보소ㅋㅋㅋ유호빈이 무슨찐따냐...,싸움독학,736277
146,이편이 외지주에 나왔던곳이네 ㅋㅋㅋ,싸움독학,736277
147,작가님 요새 3개 연재하기 힘드세요?갑자기 완결각을...,싸움독학,736277
148,성준 구독자:저 증거를 우리가 왜 믿어야함?싸움독학:지금까지 모두를 속여라 몰래카메라 였습니다,싸움독학,736277
149,한왕국이 저 가족중에서 제일 불쌍한 것 같은데?엄마는 아빠한테 시달리다 자살했지 아빠라는 사람은 지 딸 팼다가 한왕국이 망치로 손목 작살내서 6년 빵에서 살다왔고이제 마지막남은 한겨울도 한강에 빠져서 죽을 위기에 처했는데트라우마도 오지게 남을듯,싸움독학,736277
150,근데 전개상 성준이 지지는 않을듯,싸움독학,736277
151,한왕국이 제일 불쌍해…,싸움독학,736277
152,한겨울 음식물 씻으려고 들어갔냐,싸움독학,736277
153,박태준 작가님 폼 제대로 올랐네인생존망 외지주 싸움독학 유료분 모두 레전드 ㄷㄷ,싸움독학,736277
154,다음화만큼은 빡빡이가 이겼으면한다 ㄹㅇ,싸움독학,736277
155,여기서 누가 제일 불상하냐1.왕국이2.겨울이3.실수로 오늘 내 베댓 지워버린 나,싸움독학,736277
156,라이브로 저 난리 쳤는데 경찰이나 구급차 소식도 없는게 레전드,싸움독학,736277
157,왕국이 아빠 복싱선수였나봄... 집안에 트로피나 벨트가 있는걸 보니 꽤 잘했던 서수여서 재능은 왕국이가 받은듯 인성은 다행이 안받고,싸움독학,736277
158,근데 성준이 설정상으로는 가장 몰락하기 쉬운데 실제로한왕국이랑 성준이랑 싸울때 찍새가 몰래 찍기만 해도500만 금방 떡락할거같은데,싸움독학,736277
159,한겨울이 싸한 표정 지으면 한왕국이 다 해줬던 이유가 죄인으로 생각해서 였구나...,싸움독학,736277
160,한왕국 이길리가 없지만 이겼으면 좋겠다 ㅠㅠㅠㅠ 성준이 자기 찌른 사람은 용서 안한다고 했는데 그럼 왕국이도 죽거나 크게 다칠게 될텐뎆... 그럼 겨울이는 이제 가족이 한명도 없는거잖아..ㅠㅠㅠㅠㅠㅠㅠㅠ,싸움독학,736277
161,이번엔  왕국이가  성준이 전투력 측정기 ㅠ,싸움독학,736277
162,지나가는 사람4 베댓내용: 아버지는 그럼 3명의 인생을 망쳤네 ,싸움독학,736277
163,제일 처음 죽으라고 채팅친 거 사장인듯,싸움독학,736277
164,"실제로 비슷한 일이 있었죠.한 BJ가 시청자들의 악플로 인해 방송 중 집 창문 밖으로 투신했고 사망하였습니다.오늘 박태준 작가님, 김정현 작가님 두 분은 이러한 시청자들, 네티즌들의 채팅 문화를 비판함과 동시에 우리에게 있어 즐거움까지 주셨습니다.앞으로도 위와 같은 일은 절대로 일어나면 안됩니다. 우리 모두 제발 깨끗하고 깔끔한 댓글, 채팅을 만듭시다.이러한 문제를 웹툰이라는 소재로 그려주신 두 작가분께 감사의 말씀 전합니다.",싸움독학,736277
165,사장 저새끼도 종건처럼 유튜버 탈락 ㅇㅈㄹ하네ㅋㅋㅋㅋ,싸움독학,736277
166,구독자 50만에 거의 모든 영상 조회수 400만 이상이면쌈독 보는 시청자들 양심 없는 거 아니냐?그렇게 재밌게 보면서 구독도 한 번 안 눌러주고 말이야.,싸움독학,736277
167,장안철 왜 저깄어,싸움독학,736277
168,한겨울 엄마=곰인형곰인형으로 표현한거지 엄마가 곰돌이 탈 쓰고 자살한게 아니지한겨울 엄마가 자살했는데 나이어린 꼬맹이의 눈으로보기엔 곰돌이만큼 친근한 엄마가 자기 눈 앞에서목매달고 죽은거지,싸움독학,736277
169,ㅋㅋ 개청자 욕해도 한겨울 동정은 하지 마셈 얘 그와중에 알바하고 봉사활동 하면서 세탁하고 복귀각잡고 있었음 이렇게 한겨울때문에 피해본 사람이 루미 말고도 되게 많을건데 죽음으로 퉁치려함 문제있음,싸움독학,736277
170,성준이 보고있던 화면 속 사람들유호빈성태훈여루미핑크맨(빙진우)장안철박하얀(화이트블러드)강파도(파도를 찾아라)리석화(파도를 찾아라)유보라(파도를 찾아라)244대충만든채널박형석(뚱형석)박형석(가짜몸)개웃겨&막이래bj옥쑤빡고노아(레이드 -김정현 작가님 전작),싸움독학,736277
171,한겨울 세탁되려 하는데 가을이가 막아버리네ㅋㅋㅋ근데 계절이름이라 세탁되는거 백프로,싸움독학,736277
172,저 사장새끼가 저지른일일듯..근데 아까 다리주무른거 봐서는 왕국이 호빈편이네 계속 나올듯,싸움독학,736277
173,"여기서 댓글로 저 뉴트부 개돼지 시청자들을 욕하는 사람들 대부분도 마찬가지로 개돼지인 사람이 많을거임.정작 본인들은 개돼지인것을 인지하지 못하겠지만.대중 대부분이 '개돼지'같은 대중들에 의해 문제가 발단한다는 것을 인지하고 있지만,  사회가 변하지 못하는것은 나는 '개돼지'같은 시민이 아니라 '열린'시민이라고 생각하는 잘못된 생각 때문임.본인은 아닐거라는 생각을 하기전에 사건이나 이슈를 바라보는 시각 자체를 보다 비판적으로 보는 사람들이 많아졌음 좋겠음.나 포함 많은사람들이.작가님 코로나도 걸리셨는데 이렇게 많은 의미를 내포하고있는 의미깊은 편 고생하시면서까지 연재해주셔서 감사합니다",싸움독학,736277
